documento_id,questao,resposta_transcrita,url_resolucao,data_consulta,agente,situacao_conferencia,observacoes
ita-2017-fisica,21,Maior.,https://poliedroresolve-api.sistemapoliedro.com.br/files/exam-files/ITA%202017%20-%20F%C3%8DSICA.pdf,2026-07-17,Codex (transcrição e integração final),pronta; publicada no PDF,"Somente a conclusão explícita foi transcrita; a justificativa não foi copiada. | evidência: resolução, pág. 21, primeira palavra da resposta"
ita-2017-fisica,22,"a) vRMS/vE: CO₂ = 0,063; N₂ = 0,080; Ar = 0,067; Ne = 0,095; He = 0,212. b) He terá a concentração mais baixa.",https://poliedroresolve-api.sistemapoliedro.com.br/files/exam-files/ITA%202017%20-%20F%C3%8DSICA.pdf,2026-07-17,Codex (transcrição e integração final),pronta; publicada no PDF," | evidência: resolução, pág. 22, tabela central e conclusão na última linha"
ita-2017-fisica,23,a) m/M = 5/3; b) 4L/3; c) 4L/3.,https://poliedroresolve-api.sistemapoliedro.com.br/files/exam-files/ITA%202017%20-%20F%C3%8DSICA.pdf,2026-07-17,Codex (transcrição e integração final),pronta; publicada no PDF," | evidência: resolução, pág. 23, resultados dos itens a, b e c"
ita-2017-fisica,24,t_total = (ℓ/4)√(μ₁/T)(1 + √2/2),https://poliedroresolve-api.sistemapoliedro.com.br/files/exam-files/ITA%202017%20-%20F%C3%8DSICA.pdf,2026-07-17,Codex (transcrição e integração final),"pendente; PDF público usa a frase padrão, texto abaixo é só para auditoria","A fonte declara apenas o tempo total; a posição solicitada no enunciado não aparece como resultado final separável. | evidência: resolução, pág. 24, fórmula final na última linha"
ita-2017-fisica,25,,https://poliedroresolve-api.sistemapoliedro.com.br/files/exam-files/ITA%202017%20-%20F%C3%8DSICA.pdf,2026-07-17,Codex (transcrição e integração final),"pendente; PDF público usa a frase padrão, texto abaixo é só para auditoria","A resposta final é exclusivamente diagramática; não foi copiada nem reformulada. | evidência: resolução, pág. 25, resposta apresentada somente como diagrama de circuito"
ita-2017-fisica,26,Δx_cm = 0,https://poliedroresolve-api.sistemapoliedro.com.br/files/exam-files/ITA%202017%20-%20F%C3%8DSICA.pdf,2026-07-17,Codex (transcrição e integração final),pronta; publicada no PDF," | evidência: resolução, pág. 26, resultado final emoldurado"
ita-2017-fisica,27,ℓ = 768 mm,https://poliedroresolve-api.sistemapoliedro.com.br/files/exam-files/ITA%202017%20-%20F%C3%8DSICA.pdf,2026-07-17,Codex (transcrição e integração final),pronta; publicada no PDF," | evidência: resolução, pág. 27, resultado final na última linha"
ita-2017-fisica,28,a) T₂ = [2kT₁ + P + √(4kT₁P + P²)]/(2k); b) T₂ = (P + kT₁)/k; c) aquecedor de Carnot.,https://poliedroresolve-api.sistemapoliedro.com.br/files/exam-files/ITA%202017%20-%20F%C3%8DSICA.pdf,2026-07-17,Codex (transcrição e integração final),pronta; publicada no PDF," | evidência: resolução, pág. 28, resultados finais dos itens a, b e c"
ita-2017-fisica,29,"y = (√3/2)x, com x ≥ 2,5√3/2 cm e x ≤ -2,5√3/2 cm.",https://poliedroresolve-api.sistemapoliedro.com.br/files/exam-files/ITA%202017%20-%20F%C3%8DSICA.pdf,2026-07-17,Codex (transcrição e integração final),"pendente; PDF público usa a frase padrão, texto abaixo é só para auditoria","A própria fonte imprime simultaneamente limites incompatíveis para x; a transcrição foi preservada sem tentar corrigir. | evidência: resolução, pág. 29, conclusão nas linhas finais"
ita-2017-fisica,30,"a) α = 0°; b) d = 1/2 m; c) θ < arcsen(√3/3) ± 30°, com sinal positivo para θ > 0° e negativo para θ < 0°.",https://poliedroresolve-api.sistemapoliedro.com.br/files/exam-files/ITA%202017%20-%20F%C3%8DSICA.pdf,2026-07-17,Codex (transcrição e integração final),pronta; publicada no PDF," | evidência: resolução, pág. 30, resultados finais dos itens a, b e c"
ita-2017-quimica,21,"a) Cl⁻ e ClO₃⁻. b) Apenas Cl⁻; Cl⁻(aq) + Ag⁺(aq) → AgCl(s), precipitado branco.",https://poliedroresolve-api.sistemapoliedro.com.br/files/exam-files/ITA%202017%20-%20Qu%C3%ADmica.pdf,2026-07-17,Codex (transcrição e integração final),pronta; publicada no PDF," | evidência: resolução, pág. 21, respostas finais dos itens a e b"
ita-2017-quimica,22,a) 5S²⁻ + 2BrO₃⁻ + 12H⁺ → 5S(s) + Br₂(l) + 6H₂O; 5SO₃²⁻ + 2BrO₃⁻ + 2H⁺ → 5SO₄²⁻ + Br₂(l) + H₂O(l). b) BrO₃⁻ + 3SO₃²⁻ → Br⁻ + 3SO₄²⁻; sem mudança de coloração.,https://poliedroresolve-api.sistemapoliedro.com.br/files/exam-files/ITA%202017%20-%20Qu%C3%ADmica.pdf,2026-07-17,Codex (transcrição e integração final),pronta; publicada no PDF," | evidência: resolução, pág. 22, equações finais dos itens a e b"
ita-2017-quimica,23,"a) tolueno + 3HNO₃ —H₂SO₄(conc.)→ 2-metil-1,3,5-trinitrobenzeno + 3H₂O. b) 2-metil-1,3,5-trinitrobenzeno. c) TNT purificado na forma de 2-metil-1,3,5-trinitrobenzeno.",https://poliedroresolve-api.sistemapoliedro.com.br/files/exam-files/ITA%202017%20-%20Qu%C3%ADmica.pdf,2026-07-17,Codex (transcrição e integração final),pronta; publicada no PDF,"A resolução apresenta a reação em fórmula estrutural; somente os nomes e a estequiometria textual explícita foram transcritos. | evidência: resolução, pág. 23, produtos e nome explícitos nos itens a, b e c"
ita-2017-quimica,24,Os dados fornecidos não são suficientes para uma solução com uma resposta numérica pragmática.,https://poliedroresolve-api.sistemapoliedro.com.br/files/exam-files/ITA%202017%20-%20Qu%C3%ADmica.pdf,2026-07-17,Codex (transcrição e integração final),pronta; publicada no PDF,"Conclusão final explícita da fonte. | evidência: resolução, pág. 24, conclusão no fim da página"
ita-2017-quimica,25,,https://poliedroresolve-api.sistemapoliedro.com.br/files/exam-files/ITA%202017%20-%20Qu%C3%ADmica.pdf,2026-07-17,Codex (transcrição e integração final),"pendente; PDF público usa a frase padrão, texto abaixo é só para auditoria","Não há resposta final mínima separável; a explicação não foi copiada nem reformulada. | evidência: resolução, pág. 25, resposta apresentada como explicação contínua, sem resultado final separável"
ita-2017-quimica,26,AgCN + 1/2 O₂ → AgNCO; AgNCO + NH₄Cl → AgCl + NH₄NCO; NH₄NCO(s) —Δ→ O=C(NH₂)₂(s).,https://poliedroresolve-api.sistemapoliedro.com.br/files/exam-files/ITA%202017%20-%20Qu%C3%ADmica.pdf,2026-07-17,Codex (transcrição e integração final),pronta; publicada no PDF," | evidência: resolução, pág. 26, sequência de três equações"
ita-2017-quimica,27,"a) 6CO₂(g) + 6H₂O(l) → C₆H₁₂O₆(s) + 6O₂(g), ΔH = +2.808 kJ/mol; b) ΔH' = +4,66×10⁻²¹ kJ; c) E = 4,65×10⁻²² kJ; d) 10 fótons.",https://poliedroresolve-api.sistemapoliedro.com.br/files/exam-files/ITA%202017%20-%20Qu%C3%ADmica.pdf,2026-07-17,Codex (transcrição e integração final),pronta; publicada no PDF," | evidência: resolução, pág. 27, resultados dos itens a, b, c e d"
ita-2017-quimica,28,"a) Proposta da fonte: v₂ = k₂[Br⁻][SO₄²⁻][H⁺]. b) K = 1,25×10⁸²; a própria fonte classifica o valor como absurdo devido ao dado do enunciado.",https://poliedroresolve-api.sistemapoliedro.com.br/files/exam-files/ITA%202017%20-%20Qu%C3%ADmica.pdf,2026-07-17,Codex (transcrição e integração final),"pendente; PDF público usa a frase padrão, texto abaixo é só para auditoria","A fonte declara que a lei de velocidade não é única e ressalva que o valor calculado é absurdo; não há resposta inequívoca. | evidência: resolução, pág. 28, proposta do item a e conclusão do item b"
ita-2017-quimica,29,"a) P_f = 4 atm; T_f = 1.200 K. b) massa de CH₄ = 0,1 g.",https://poliedroresolve-api.sistemapoliedro.com.br/files/exam-files/ITA%202017%20-%20Qu%C3%ADmica.pdf,2026-07-17,Codex (transcrição e integração final),pronta; publicada no PDF," | evidência: resolução, pág. 29, resultados finais dos itens a e b"
ita-2017-quimica,30,"b) o-diclorobenzeno = 1,2-diclorobenzeno; p-diclorobenzeno = 1,4-diclorobenzeno. c) o-diclorobenzeno tem maior ponto de ebulição.",https://poliedroresolve-api.sistemapoliedro.com.br/files/exam-files/ITA%202017%20-%20Qu%C3%ADmica.pdf,2026-07-17,Codex (transcrição e integração final),"pendente; PDF público usa a frase padrão, texto abaixo é só para auditoria","Item a depende exclusivamente de fórmulas estruturais e não foi copiado; itens b e c têm resultado textual explícito. | evidência: resolução, pág. 30, estruturas no item a e resultados textuais dos itens b e c"
ita-2018-matematica,21,V = 6,https://poliedroresolve-api.sistemapoliedro.com.br/files/exam-files/ITA%202018%20-%20Matem%C3%A1tica.pdf,2026-07-17,Codex (transcrição e integração final),pronta; publicada no PDF," | evidência: resolução, pág. 21, resultado final emoldurado"
ita-2018-matematica,22,S = {x ∈ ℝ | x ≤ log₃(1/2)},https://poliedroresolve-api.sistemapoliedro.com.br/files/exam-files/ITA%202018%20-%20Matem%C3%A1tica.pdf,2026-07-17,Codex (transcrição e integração final),pronta; publicada no PDF," | evidência: resolução, pág. 22, conjunto solução na última linha"
ita-2018-matematica,23,"C₁ = (1/4, 15√3/4), R = 11/2; C₂ = (23/4, -7√3/4), R = 11/2.",https://poliedroresolve-api.sistemapoliedro.com.br/files/exam-files/ITA%202018%20-%20Matem%C3%A1tica.pdf,2026-07-17,Codex (transcrição e integração final),pronta; publicada no PDF," | evidência: resolução, pág. 23, dois resultados finais emoldurados"
ita-2018-matematica,24,a = 1; b = 2,https://poliedroresolve-api.sistemapoliedro.com.br/files/exam-files/ITA%202018%20-%20Matem%C3%A1tica.pdf,2026-07-17,Codex (transcrição e integração final),pronta; publicada no PDF," | evidência: resolução, pág. 24, última linha"
ita-2018-matematica,25,"MN mínimo = 10√2, atingido em x = 5√2.",https://poliedroresolve-api.sistemapoliedro.com.br/files/exam-files/ITA%202018%20-%20Matem%C3%A1tica.pdf,2026-07-17,Codex (transcrição e integração final),pronta; publicada no PDF," | evidência: resolução, pág. 25, conclusão nas últimas linhas"
ita-2018-matematica,26,"a) P_r = [C(10,r) C(6,k-r)]/C(16,k). b) Σ_{r=0}^6 C(10,r)C(6,6-r) = C(16,6).",https://poliedroresolve-api.sistemapoliedro.com.br/files/exam-files/ITA%202018%20-%20Matem%C3%A1tica.pdf,2026-07-17,Codex (transcrição e integração final),pronta; publicada no PDF," | evidência: resolução, pág. 26, expressões finais dos itens a e b"
ita-2018-matematica,27,473,https://poliedroresolve-api.sistemapoliedro.com.br/files/exam-files/ITA%202018%20-%20Matem%C3%A1tica.pdf,2026-07-17,Codex (transcrição e integração final),pronta; publicada no PDF," | evidência: resolução, pág. 27, resultado final emoldurado"
ita-2018-matematica,28,12/∛3 cm; [12(∛2 - 1)]/∛3 cm; [12(∛3 - ∛2)]/∛3 cm.,https://poliedroresolve-api.sistemapoliedro.com.br/files/exam-files/ITA%202018%20-%20Matem%C3%A1tica.pdf,2026-07-17,Codex (transcrição e integração final),pronta; publicada no PDF," | evidência: resolução, pág. 28, três medidas na conclusão"
ita-2018-matematica,29,4,https://poliedroresolve-api.sistemapoliedro.com.br/files/exam-files/ITA%202018%20-%20Matem%C3%A1tica.pdf,2026-07-17,Codex (transcrição e integração final),pronta; publicada no PDF," | evidência: resolução, pág. 29, resultado final emoldurado"
ita-2018-matematica,30,"N = ((1 + √19)/2, 0)",https://poliedroresolve-api.sistemapoliedro.com.br/files/exam-files/ITA%202018%20-%20Matem%C3%A1tica.pdf,2026-07-17,Codex (transcrição e integração final),pronta; publicada no PDF," | evidência: resolução, pág. 30, última linha"
ita-2018-fisica,21,x_CM(t) = x cos(√(μg/ℓ) t),https://poliedroresolve-api.sistemapoliedro.com.br/files/exam-files/ITA%202018%20-%20F%C3%ADsica.pdf,2026-07-17,Codex (transcrição e integração final),pronta; publicada no PDF," | evidência: resolução, pág. 21, resultado final emoldurado"
ita-2018-fisica,22,V_c/V = (ρ_b - ρ)/(ρ_b - ρ_c),https://poliedroresolve-api.sistemapoliedro.com.br/files/exam-files/ITA%202018%20-%20F%C3%ADsica.pdf,2026-07-17,Codex (transcrição e integração final),pronta; publicada no PDF," | evidência: resolução, pág. 22, última linha"
ita-2018-fisica,23,a) ΔQ = UC(k - 1)/(k + 1); b) U' = 2U/(1 + k); c) Δε = CU²(1 - k)/(1 + k).,https://poliedroresolve-api.sistemapoliedro.com.br/files/exam-files/ITA%202018%20-%20F%C3%ADsica.pdf,2026-07-17,Codex (transcrição e integração final),pronta; publicada no PDF," | evidência: resolução, pág. 23, resultados finais dos itens a, b e c"
ita-2018-fisica,24,ε = (r_a - r_p)/(r_a + r_p); α = 2r_a r_p/(r_a + r_p); T = 2π√[(r_p + r_a)³/(8GM_s)].,https://poliedroresolve-api.sistemapoliedro.com.br/files/exam-files/ITA%202018%20-%20F%C3%ADsica.pdf,2026-07-17,Codex (transcrição e integração final),pronta; publicada no PDF," | evidência: resolução, pág. 24, três resultados finais"
ita-2018-fisica,25,"i(t) = [7×10⁻³]/[2(1 - 7×10⁻³t)], com t < 1000/7 s.",https://poliedroresolve-api.sistemapoliedro.com.br/files/exam-files/ITA%202018%20-%20F%C3%ADsica.pdf,2026-07-17,Codex (transcrição e integração final),pronta; publicada no PDF," | evidência: resolução, pág. 25, resultado final e restrição na última linha"
ita-2018-fisica,26,"b) T = (2,898×10⁻³/λ_pico) K.",https://poliedroresolve-api.sistemapoliedro.com.br/files/exam-files/ITA%202018%20-%20F%C3%ADsica.pdf,2026-07-17,Codex (transcrição e integração final),"pendente; PDF público usa a frase padrão, texto abaixo é só para auditoria","Item a depende exclusivamente de gráfico e não foi copiado; item b tem resultado textual explícito. | evidência: resolução, pág. 26, gráfico no item a e fórmula final no item b"
ita-2018-fisica,27,R_v = 20 Ω,https://poliedroresolve-api.sistemapoliedro.com.br/files/exam-files/ITA%202018%20-%20F%C3%ADsica.pdf,2026-07-17,Codex (transcrição e integração final),pronta; publicada no PDF," | evidência: resolução, pág. 27, última linha"
ita-2018-fisica,28,ω_min = 6 rad/s; x = 6 m,https://poliedroresolve-api.sistemapoliedro.com.br/files/exam-files/ITA%202018%20-%20F%C3%ADsica.pdf,2026-07-17,Codex (transcrição e integração final),pronta; publicada no PDF," | evidência: resolução, pág. 28, dois resultados finais emoldurados"
ita-2018-fisica,29,"(E_p)₂ = -6,8 eV",https://poliedroresolve-api.sistemapoliedro.com.br/files/exam-files/ITA%202018%20-%20F%C3%ADsica.pdf,2026-07-17,Codex (transcrição e integração final),pronta; publicada no PDF," | evidência: resolução, pág. 29, resultado final na última linha"
ita-2018-fisica,30,B₀ = μI/(12a),https://poliedroresolve-api.sistemapoliedro.com.br/files/exam-files/ITA%202018%20-%20F%C3%ADsica.pdf,2026-07-17,Codex (transcrição e integração final),pronta; publicada no PDF," | evidência: resolução, pág. 30, resultado final emoldurado"
ita-2018-quimica,21,"a) CuSO₄ + 2NaOH → Cu(OH)₂↓ + Na₂SO₄; FeCl₃ + 3NaOH → Fe(OH)₃↓ + 3NaCl. b) Cu(OH)₂ + 2HNO₃ → Cu(NO₃)₂ + 2H₂O; Fe(OH)₃ + 3HNO₃ → Fe(NO₃)₃ + 3H₂O. c) m(CuSO₄) = 15,95 g; m(FeCl₃) = 32,5 g.",https://poliedroresolve-api.sistemapoliedro.com.br/files/exam-files/ITA%202018%20-%20Qu%C3%ADmica.pdf,2026-07-17,Codex (transcrição e integração final),pronta; publicada no PDF," | evidência: resolução, pág. 21, equações e massas dos itens a, b e c"
ita-2018-quimica,22,A = CaO; B = CO₂; C = NaHCO₃; D = NH₄Cl; E = Ca(OH)₂.,https://poliedroresolve-api.sistemapoliedro.com.br/files/exam-files/ITA%202018%20-%20Qu%C3%ADmica.pdf,2026-07-17,Codex (transcrição e integração final),pronta; publicada no PDF," | evidência: resolução, pág. 22, identificação final das substâncias"
ita-2018-quimica,23,b) Na₂CO₃ + HCl → NaCl + NaHCO₃; NaHCO₃ + HCl → NaCl + CO₂ + H₂O. c) Na₂CO₃ + 2HCl → 2NaCl + CO₂ + H₂O.,https://poliedroresolve-api.sistemapoliedro.com.br/files/exam-files/ITA%202018%20-%20Qu%C3%ADmica.pdf,2026-07-17,Codex (transcrição e integração final),"pendente; PDF público usa a frase padrão, texto abaixo é só para auditoria","Item a depende exclusivamente de curva de titulação e não foi copiado; itens b e c têm resultado textual explícito. | evidência: resolução, pág. 23, curva no item a e equações nos itens b e c"
ita-2018-quimica,24,b) cátodo: 2H⁺ + 2e⁻ → H₂; ânodo: Pb → Pb²⁺ + 2e⁻; global: Pb + 2H⁺ → Pb²⁺ + H₂. c) cátodo: Pb²⁺ + 2e⁻ → Pb; ânodo: 2Fe²⁺ → 2Fe³⁺ + 2e⁻; global: Pb²⁺ + 2Fe²⁺ → Pb + 2Fe³⁺.,https://poliedroresolve-api.sistemapoliedro.com.br/files/exam-files/ITA%202018%20-%20Qu%C3%ADmica.pdf,2026-07-17,Codex (transcrição e integração final),"pendente; PDF público usa a frase padrão, texto abaixo é só para auditoria","Item a depende exclusivamente de esquema e não foi copiado; itens b e c têm resultado textual explícito. | evidência: resolução, pág. 24, esquema no item a e equações nos itens b e c"
ita-2018-quimica,25,,https://poliedroresolve-api.sistemapoliedro.com.br/files/exam-files/ITA%202018%20-%20Qu%C3%ADmica.pdf,2026-07-17,Codex (transcrição e integração final),"pendente; PDF público usa a frase padrão, texto abaixo é só para auditoria","As fórmulas estruturais não foram copiadas nem reformuladas. | evidência: resolução, pág. 25, respostas apresentadas exclusivamente como fórmulas estruturais"
ita-2018-quimica,26,"a) Q_v = 10 kJ; b) T_f = 600 K; c) P_i = 0,9 atm; P_f = 1,9 atm.",https://poliedroresolve-api.sistemapoliedro.com.br/files/exam-files/ITA%202018%20-%20Qu%C3%ADmica.pdf,2026-07-17,Codex (transcrição e integração final),pronta; publicada no PDF," | evidência: resolução, pág. 26, resultados finais dos itens a, b e c"
ita-2018-quimica,27,Espuma sólida: Isopor; dispersante sólido (poliestireno); disperso gás (ar). Espuma líquida: Chantilly; dispersante líquido (creme de leite); disperso gás (ar). Aerossol líquido: neblina; dispersante gás (ar); disperso líquido (água). Aerossol sólido: fumaça; dispersante gás (ar); disperso sólido (fuligem).,https://poliedroresolve-api.sistemapoliedro.com.br/files/exam-files/ITA%202018%20-%20Qu%C3%ADmica.pdf,2026-07-17,Codex (transcrição e integração final),pronta; publicada no PDF,"Somente o conteúdo textual das células foi transcrito. | evidência: resolução, pág. 27, tabela final preenchida"
ita-2018-quimica,28,V = 9×10⁵ mol·L⁻¹·s⁻¹,https://poliedroresolve-api.sistemapoliedro.com.br/files/exam-files/ITA%202018%20-%20Qu%C3%ADmica.pdf,2026-07-17,Codex (transcrição e integração final),pronta; publicada no PDF," | evidência: resolução, pág. 28, resultado final na última linha"
ita-2018-quimica,29,"a) Zn eletrodeposita sobre Cu, gerando coloração prateada. b) Forma-se latão (liga de Zn e Cu), gerando coloração dourada.",https://poliedroresolve-api.sistemapoliedro.com.br/files/exam-files/ITA%202018%20-%20Qu%C3%ADmica.pdf,2026-07-17,Codex (transcrição e integração final),pronta; publicada no PDF," | evidência: resolução, pág. 29, conclusões dos itens a e b"
ita-2018-quimica,30,"a) Pb(C₂H₅)₄ + 13O₂ → Pb + 8CO₂ + 10H₂O. b) 20,07×10⁹ anos. c) Incompatível com a idade do Universo; Pb extra faz a amostra parecer mais velha.",https://poliedroresolve-api.sistemapoliedro.com.br/files/exam-files/ITA%202018%20-%20Qu%C3%ADmica.pdf,2026-07-17,Codex (transcrição e integração final),pronta; publicada no PDF," | evidência: resolução, pág. 30, equação e conclusões dos itens a, b e c"
ita-2026-matematica-2fase,1,231,https://poliedroresolve.sistemapoliedro.com.br/vestibulares/ita/2026/ita-2-fase-dia-1-28-10-2025-2-fase-dia-1/dissertativa-1-matematica-2-fase-dia-1-ita-2026,2026-07-17,Codex (transcrição e integração final),pronta; publicada no PDF," | evidência: resolução, bloco final ('Total de pontos: ... = 231')"
ita-2026-matematica-2fase,2,n = 15,https://poliedroresolve.sistemapoliedro.com.br/vestibulares/ita/2026/ita-2-fase-dia-1-28-10-2025-2-fase-dia-1/dissertativa-2-matematica-2-fase-dia-1-ita-2026,2026-07-17,Codex (transcrição e integração final),pronta; publicada no PDF," | evidência: resolução, conclusão final"
ita-2026-matematica-2fase,3,Área(ABCD) = 30,https://poliedroresolve.sistemapoliedro.com.br/vestibulares/ita/2026/ita-2-fase-dia-1-28-10-2025-2-fase-dia-1/dissertativa-3-matematica-2-fase-dia-1-ita-2026,2026-07-17,Codex (transcrição e integração final),pronta; publicada no PDF," | evidência: resolução, ambas as soluções alternativas convergem para 30"
ita-2026-matematica-2fase,4,S = π(α² + 32α + 528),https://poliedroresolve.sistemapoliedro.com.br/vestibulares/ita/2026/ita-2-fase-dia-1-28-10-2025-2-fase-dia-1/dissertativa-4-matematica-2-fase-dia-1-ita-2026,2026-07-17,Codex (transcrição e integração final),pronta; publicada no PDF," | evidência: resolução, resultado final"
ita-2026-matematica-2fase,5,(22 + 9√6)/16,https://poliedroresolve.sistemapoliedro.com.br/vestibulares/ita/2026/ita-2-fase-dia-1-28-10-2025-2-fase-dia-1/dissertativa-5-matematica-2-fase-dia-1-ita-2026,2026-07-17,Codex (transcrição e integração final),pronta; publicada no PDF," | evidência: resolução, última linha (conferida também por captura de tela)"
ita-2026-matematica-2fase,6,,https://poliedroresolve.sistemapoliedro.com.br/vestibulares/ita/2026/ita-2-fase-dia-1-28-10-2025-2-fase-dia-1/dissertativa-6-matematica-2-fase-dia-1-ita-2026,2026-07-17,Codex (transcrição e integração final),"pendente; PDF público usa a frase padrão, texto abaixo é só para auditoria","Sem resultado separável por item na fonte. | evidência: resolução conclui apenas que as matrizes descritas não existem, sem separar resultado para os itens a) determinante, b) traço e c) valores de alpha"
ita-2026-matematica-2fase,7,"Raízes: -1, 1/2, 1+2i, 1-2i",https://poliedroresolve.sistemapoliedro.com.br/vestibulares/ita/2026/ita-2-fase-dia-1-28-10-2025-2-fase-dia-1/dissertativa-7-matematica-2-fase-dia-1-ita-2026,2026-07-17,Codex (transcrição e integração final),pronta; publicada no PDF," | evidência: resolução, conclusão final"
ita-2026-matematica-2fase,8,784,https://poliedroresolve.sistemapoliedro.com.br/vestibulares/ita/2026/ita-2-fase-dia-1-28-10-2025-2-fase-dia-1/dissertativa-8-matematica-2-fase-dia-1-ita-2026,2026-07-17,Codex (transcrição e integração final),pronta; publicada no PDF," | evidência: resolução, última linha (conferida também por captura de tela: C(99,2) - 3×49, dividido por 6)"
ita-2026-matematica-2fase,9,"a) y = 2√6x − 8 e y = −2√6x − 8; b) T₁ = (−√6, 4) e T₂ = (√6, 4)",https://poliedroresolve.sistemapoliedro.com.br/vestibulares/ita/2026/ita-2-fase-dia-1-28-10-2025-2-fase-dia-1/dissertativa-9-matematica-2-fase-dia-1-ita-2026,2026-07-17,Codex (transcrição e integração final),pronta; publicada no PDF," | evidência: resolução, conclusões dos itens a e b"
ita-2026-matematica-2fase,10,a) raios: 2√3 e 6; b) S = 10π − 12√3,https://poliedroresolve.sistemapoliedro.com.br/vestibulares/ita/2026/ita-2-fase-dia-1-28-10-2025-2-fase-dia-1/dissertativa-10-matematica-2-fase-dia-1-ita-2026,2026-07-17,Codex (transcrição e integração final),pronta; publicada no PDF," | evidência: resolução, conclusões dos itens a e b"
ita-2026-fisica-2fase,1,a) r = (v²/g)·(cosθ − μsenθ)/(senθ + μcosθ); b) r = (v²/g)·cotgθ; c) r = v²/(μg),https://poliedroresolve.sistemapoliedro.com.br/vestibulares/ita/2026/ita-2-fase-dia-3-30-10-2025-2-fase-dia-3/dissertativa-1-fisica-2-fase-dia-3-ita-2026,2026-07-17,Codex (transcrição e integração final),pronta; publicada no PDF," | evidência: resolução, resultados finais dos itens a, b e c"
ita-2026-fisica-2fase,2,"a) N_B e N_A dados por fórmulas em função de M, m, m_c, L, d, a, b, g, θ (ver fonte); b) Fat_A + Fat_B = (m+M+m_c)·g·senθ — a própria fonte declara que não há dados suficientes para separar as duas forças de atrito individualmente",https://poliedroresolve.sistemapoliedro.com.br/vestibulares/ita/2026/ita-2-fase-dia-3-30-10-2025-2-fase-dia-3/dissertativa-2-fisica-2-fase-dia-3-ita-2026,2026-07-17,Codex (transcrição e integração final),"pendente; PDF público usa a frase padrão, texto abaixo é só para auditoria","Fórmulas de N_A/N_B são longas demais para transcrição fiel sem risco de erro de notação; item b) a própria fonte diz que os valores individuais não são determináveis. Marcado pendente por prudência — remeter à fonte. | evidência: resolução, itens a e b"
